well,DEPTH,final_code,final_lithology,final_label_source,feature_1,feature_2,feature_interaction
SYN_01,1024.0,0,fine sandstone,human,-1.2320640127439884,0.22303097636355346,-0.2775061604412429
SYN_01,1025.0,0,fine sandstone,human,-0.37980968489745115,-0.022552348521589716,0.08504533405115895
SYN_01,1026.0,0,fine sandstone,human,-0.7749475475942624,0.7592366734803668,-0.47651778224013824
SYN_01,1027.0,4,silty mudstone,human,-0.24727395022882287,1.188113701656171,-0.18989128847339515
SYN_01,1028.0,3,mudstone,human,1.3009903150028714,-0.07594237489910982,-0.07757133646090925
SYN_01,1029.0,3,mudstone,human,1.797785018744902,-0.9121715761176725,-1.7459213096858437
SYN_01,1030.0,0,fine sandstone,human,-2.4155737556529795,-0.021832091017470856,0.13458737670157644
SYN_01,1031.0,4,silty mudstone,human,-0.8008854754364799,1.302686427927382,-0.8326442433910933
SYN_01,1032.0,0,fine sandstone,human,-0.829436928653803,1.4243608325986994,-1.2805736930317189
SYN_01,1033.0,3,mudstone,human,-0.448160931462929,-0.01294097742463085,-0.13589461324735447
SYN_01,1034.0,3,mudstone,human,0.9548332495863686,-0.66258483014892,-0.7275476677341565
SYN_01,1035.0,3,mudstone,human,1.7587734888695477,0.003537318661188227,0.06136575970499862
SYN_01,1036.0,0,fine sandstone,human,-1.3113945599282655,0.6245869704922897,-0.9286707565129446
SYN_01,1037.0,4,silty mudstone,human,-0.12665976373355148,1.4764019807544175,-0.2722240111689149
SYN_01,1038.0,3,mudstone,human,1.3718934802361336,-1.4843721432852213,-2.081742363247434
SYN_01,1039.0,0,fine sandstone,human,-2.534257495025663,0.7772778061504577,-1.8955615585392906
SYN_01,1040.0,3,mudstone,human,1.2465361027344175,0.6879118579013574,0.951486071749308
SYN_01,1041.0,0,fine sandstone,human,-1.8132695759360522,1.8606386575216938,-3.465871266831866
SYN_01,1042.0,3,mudstone,human,1.3386315159580686,-0.3995676335846476,-0.6228461289496734
SYN_01,1043.0,0,fine sandstone,human,-0.5277329510774285,0.7061654133980115,-0.3155712984960575
SYN_01,1044.0,0,fine sandstone,human,-1.6668278449620721,1.1801852402316189,-2.0532594168994467
SYN_01,1045.0,0,fine sandstone,human,-2.2737123305714997,1.2414320439356632,-2.865332224557059
SYN_01,1046.0,3,mudstone,human,0.928678850877838,0.1902470308559574,0.2903275288162372
SYN_01,1047.0,0,fine sandstone,human,-0.9471846832568489,1.063825468482242,-1.0803900584535113
SYN_01,1048.0,0,fine sandstone,human,-0.88097597293631,1.0838371113780179,-0.8792922281328636
SYN_01,1049.0,0,fine sandstone,human,-1.407448742905661,-1.344838375040854,1.9485213314854786
SYN_01,1050.0,4,silty mudstone,human,0.06800734735217777,1.3440917484586483,0.1692179769739724
SYN_01,1051.0,4,silty mudstone,human,0.15096194195091417,1.6308464247733165,0.09783664581191898
SYN_01,1052.0,3,mudstone,human,0.1021978983838181,-0.5858634323190968,-0.05226830024620026
SYN_01,1053.0,3,mudstone,human,0.9811327939579051,-0.6879999824247025,-0.6338737032604042
SYN_01,1054.0,0,fine sandstone,human,-1.2753385819570018,0.6077539838539257,-0.7494806684608675
SYN_01,1055.0,3,mudstone,human,1.416000552102802,-1.028475853747284,-1.3776827546385082
SYN_01,1056.0,3,mudstone,human,1.2548361531952832,-0.7184304428145708,-0.9490236711940844
SYN_01,1057.0,3,mudstone,human,1.107852262736698,-0.33914493799607653,-0.483220242107244
SYN_01,1058.0,3,mudstone,human,0.9390053997428871,-0.73875939852745,-0.7598192297399522
SYN_01,1059.0,3,mudstone,human,0.5642169834095765,-1.5467049629432343,-0.9829899509246982
SYN_02,1000.0,0,fine sandstone,human,-0.17981774095310188,0.8331115369845473,-0.29462799827809893
SYN_02,1001.0,3,mudstone,human,0.8674824927294689,-1.7568027444772967,-1.7069168105468269
SYN_02,1002.0,3,mudstone,human,1.1780910272154177,-0.8351641209808303,-1.0526103764042458
SYN_02,1003.0,0,fine sandstone,human,-2.532593085250426,-0.20845468058323258,0.5441504921854756
SYN_02,1004.0,0,fine sandstone,human,-1.3669556387391013,0.7708613830658464,-0.9013938223144528
SYN_02,1005.0,3,mudstone,human,0.6289117219653612,-0.639505084712279,-0.4159720887759286
SYN_02,1006.0,0,fine sandstone,human,-1.6575939901580206,0.3036159644215791,-0.40719667684925204
SYN_02,1007.0,0,fine sandstone,human,-1.950127624227111,0.9965304572587901,-1.7956328529742553
SYN_02,1008.0,3,mudstone,human,0.8351558890287301,-0.7465295384103792,-0.7646484710357213
SYN_02,1009.0,3,mudstone,human,2.1137968119787294,-0.38454581319956055,-0.7956241276619067
SYN_02,1010.0,0,fine sandstone,human,-1.3529065089095886,0.6514972715446393,-0.9465384927227606
SYN_02,1011.0,0,fine sandstone,human,-1.228703220411431,-0.03577713002144506,0.09369143415417622
SYN_02,1012.0,0,fine sandstone,human,-1.75751448941699,0.8737705016247546,-1.5477012322351749
SYN_02,1013.0,0,fine sandstone,human,-1.236686846117701,1.906455392353918,-2.2772649927101423
SYN_02,1014.0,0,fine sandstone,human,-1.2372069611616825,0.4482056180032537,-0.6584393224301422
SYN_02,1015.0,0,fine sandstone,human,-0.7881755645399166,1.2271809284017063,-0.9607985089529382
SYN_02,1016.0,3,mudstone,human,1.7377161496316391,-0.9301275477354094,-1.7936030959131357
SYN_02,1017.0,3,mudstone,human,0.4562217503327327,-1.4024848276071538,-0.6672980852294632
SYN_02,1018.0,4,silty mudstone,human,0.2603422551972009,0.9615245514798336,0.2423009591113138
SYN_02,1019.0,3,mudstone,human,0.9251464611249768,-1.2405027837240947,-1.238578669801531
SYN_02,1020.0,4,silty mudstone,human,-0.036546644758979265,1.8621961600729484,-0.12837982892287503
SYN_02,1021.0,0,fine sandstone,human,-1.7977625893597016,0.35538466740357794,-0.6099023988265068
SYN_02,1022.0,3,mudstone,human,0.5168435395974345,-1.0410625490363934,-0.5611933077062388
SYN_02,1023.0,3,mudstone,human,0.21831743231510148,-0.9627572173032328,-0.26619146390832793
SYN_02,1024.0,3,mudstone,human,1.6863668489428845,-1.1326498803165657,-1.8643521094134212
SYN_02,1025.0,3,mudstone,human,1.0242381719254432,-1.4330047230946272,-1.592633106671804
SYN_02,1026.0,0,fine sandstone,human,-1.6295142873927841,0.7572983958268289,-1.291352487034282
SYN_02,1027.0,0,fine sandstone,human,-1.7453821165612369,-1.0240990326055832,1.7477602478770955
SYN_02,1028.0,3,mudstone,human,0.9873661951490276,-0.6516450497463588,-0.6004930670816382
SYN_02,1029.0,0,fine sandstone,human,-1.5648116568269468,0.31243242266557325,-0.4056702715506648
SYN_02,1030.0,0,fine sandstone,human,-1.4591381772499423,-0.7255103285330952,1.1606207864439022
SYN_02,1031.0,0,fine sandstone,human,-1.977221444566782,1.1136557754855279,-2.0325293843037326
SYN_02,1032.0,0,fine sandstone,human,-0.9651553693242478,0.8780691877931208,-0.6616933212693075
SYN_02,1033.0,0,fine sandstone,human,-1.9906655589071898,0.5529372562252427,-1.0768065386743106
SYN_02,1034.0,4,silty mudstone,human,-0.6164075062398924,2.4319175661406396,-1.557121580732225
SYN_02,1035.0,0,fine sandstone,human,-1.7866826584093354,0.5598684615862386,-0.8971955114743853
SYN_02,1036.0,4,silty mudstone,human,-0.41507278394633895,1.126227691332114,-0.4170555520709888
SYN_02,1037.0,3,mudstone,human,0.031414834500473,-1.2602814705898338,-0.12341504714333096
SYN_02,1038.0,0,fine sandstone,human,-1.6233810395304649,0.3548781372952813,-0.39168159669178615
SYN_02,1039.0,0,fine sandstone,human,-0.8854486829406973,0.43721044508846724,-0.4095976018515212
SYN_02,1040.0,3,mudstone,human,1.2963960053012253,-0.6597886983272313,-0.7662265372275192
SYN_02,1041.0,4,silty mudstone,human,0.6750391025072702,0.9219188831737656,0.3970457995999076
SYN_02,1042.0,0,fine sandstone,human,-1.3964885625938133,0.4657420221852717,-0.6217255212077442
SYN_02,1043.0,3,mudstone,human,0.4861497385275399,-0.9902988025896591,-0.42555983417800136
SYN_02,1044.0,0,fine sandstone,human,-1.0475900377124558,1.0915007587056769,-1.3600732623836602
SYN_02,1045.0,3,mudstone,human,-0.0912593579741714,-0.1430180632897442,0.07387159039183071
SYN_02,1046.0,3,mudstone,human,1.2518919914578268,-1.0164059064986868,-1.3198459537166531
SYN_02,1047.0,3,mudstone,human,0.9253948648275881,-1.3438824164758656,-1.3966380558472469
SYN_02,1048.0,4,silty mudstone,human,-0.6953106411839911,1.4842744288259093,-0.9683126758368437
SYN_02,1049.0,4,silty mudstone,human,0.8236954521222652,1.6119220301538206,1.3749845461001904
SYN_02,1050.0,3,mudstone,human,1.74398032003264,-1.2623163754150353,-2.297384053562851
SYN_02,1051.0,4,silty mudstone,human,-0.38035960166229377,1.3778993054423287,-0.32177365364269184
SYN_02,1052.0,3,mudstone,human,0.6236405507689802,-0.22043196255809006,-0.18473639156207167
SYN_02,1053.0,3,mudstone,human,1.0857817083557095,-0.533330198263089,-0.5257849197987464
SYN_02,1054.0,3,mudstone,human,1.2285784142899534,-1.218508381798389,-1.3514183585777957
SYN_02,1055.0,0,fine sandstone,human,-0.8449514003693764,0.07507199552204963,-0.012855872031516252
SYN_02,1056.0,0,fine sandstone,human,-1.9747356197195725,0.4734615071183081,-1.05206994173987
SYN_02,1057.0,3,mudstone,human,1.2106044158921603,0.6081968322713566,0.8833697722280628
SYN_02,1058.0,3,mudstone,human,1.2174314912422712,-1.325424419791052,-1.5755876266632816
SYN_02,1059.0,3,mudstone,human,1.4670086615833242,-0.9181801788546848,-1.3340504197910783
SYN_03,1000.0,3,mudstone,human,0.2701181101340737,-1.4409353569013517,-0.33038867092762236
SYN_03,1001.0,0,fine sandstone,human,-2.186213598390755,0.4822814754293283,-1.0229504167727783
SYN_03,1002.0,0,fine sandstone,human,-0.9296129363085581,-0.17786505234769612,0.20342727371616134
SYN_03,1003.0,3,mudstone,human,0.7276933759648325,-0.15962033764015293,-0.1904298859515372
SYN_03,1004.0,0,fine sandstone,human,-2.0138324691867697,0.6474601101313875,-1.3894574122546832
SYN_03,1005.0,3,mudstone,human,0.08481514901845233,-0.44761457988342696,0.005074140068013565
SYN_03,1006.0,0,fine sandstone,human,-3.114603483308393,-0.06314290107933623,0.08586140097466137
SYN_03,1007.0,3,mudstone,human,1.151069909733207,-0.16636899118013593,0.014309189650571597
SYN_03,1008.0,3,mudstone,human,1.1850482016772452,-1.450656341994783,-1.8322249156960764
SYN_03,1009.0,4,silty mudstone,human,-0.6273257488193171,1.6420525113088669,-0.9035597023159598
SYN_03,1010.0,0,fine sandstone,human,-2.458086944268281,0.7019719975686087,-1.632722606449072
SYN_03,1011.0,0,fine sandstone,human,-1.2295379106679993,2.0154657338058666,-2.424566642028201
SYN_03,1012.0,3,mudstone,human,0.8145493866968393,-0.5973896866708166,-0.5410210788121605
SYN_03,1013.0,3,mudstone,human,0.19208315400400955,-0.6915602885807366,-0.017474503528390153
SYN_03,1014.0,0,fine sandstone,human,-1.5325366916986822,0.8602095107869133,-1.3558800083916613
SYN_03,1015.0,3,mudstone,human,1.693944015669214,-0.7952556407394209,-1.2936871471000277
SYN_03,1016.0,0,fine sandstone,human,-0.9819300280999668,-0.278689487180396,0.2554408329800579
SYN_03,1017.0,0,fine sandstone,human,-0.3910310466953142,0.41559582684675955,-0.022250195908093767
SYN_03,1018.0,4,silty mudstone,human,0.38292884021799367,0.48348502442733654,0.25587742677436465
SYN_03,1019.0,4,silty mudstone,human,-0.7018795471284317,1.52796502230215,-1.1140075328707613
SYN_03,1020.0,3,mudstone,human,0.8086478389476973,-0.9380895542259199,-0.7343172885714417
SYN_03,1021.0,3,mudstone,human,0.5501065837358232,-1.578137441946451,-0.9691392422534182
SYN_03,1022.0,0,fine sandstone,human,-0.8993891631279094,1.2595964081717397,-1.1096101827613336
SYN_03,1023.0,0,fine sandstone,human,-0.940057564606961,0.885776467441945,-0.9692632369461396
SYN_03,1024.0,4,silty mudstone,human,-1.1332793516248494,1.3717213397149082,-1.7437746169498416
SYN_03,1025.0,0,fine sandstone,human,-1.5531880604771187,-0.3417623295622506,0.46841750697041734
SYN_03,1026.0,0,fine sandstone,human,-1.816473898403408,0.6573482671571118,-1.258780319587548
SYN_03,1027.0,4,silty mudstone,human,-0.7345853998902556,1.4217520659709264,-0.7476799128364664
SYN_03,1028.0,0,fine sandstone,human,-1.1322947946795374,-0.5751135781567687,0.6603295041859358
SYN_03,1029.0,3,mudstone,human,2.210782368701638,-0.818079560399325,-1.6805292785611547
SYN_03,1030.0,0,fine sandstone,human,-0.7927582754263046,0.9915369377675036,-0.6809696380110811
SYN_03,1031.0,3,mudstone,human,0.9521361774868453,-0.9948086578100656,-0.9750482317028857
SYN_03,1032.0,0,fine sandstone,human,-1.3371718557369596,0.6108666000049978,-0.9444008746181379
SYN_03,1033.0,4,silty mudstone,human,-0.2575729546513944,1.3770685630354118,-0.3439097030715151
SYN_03,1034.0,0,fine sandstone,human,-1.57364835639301,0.8005507371080969,-1.2701843937472022
SYN_03,1035.0,0,fine sandstone,human,-1.6098125719948748,-0.22108092806113078,0.2781589429307557
SYN_03,1036.0,3,mudstone,human,0.9229657075098359,-0.8430625985280942,-0.9819884744701858
SYN_03,1037.0,0,fine sandstone,human,-0.8949542344756743,0.04604527495983296,-0.1314008090836145
SYN_03,1038.0,3,mudstone,human,1.409769783248805,-0.3209749299783504,-0.523641697536562
SYN_03,1039.0,3,mudstone,human,0.6010890484279383,-1.514676687940173,-0.8290328797133364
SYN_03,1040.0,4,silty mudstone,human,0.3942515675956997,1.1779431544803738,0.6035743829155558
SYN_03,1041.0,0,fine sandstone,human,-0.8981004452646655,0.335494431832507,-0.22914921818881895
SYN_03,1042.0,0,fine sandstone,human,-2.313390861399568,0.2659520270917155,-0.5900853306439268
SYN_03,1043.0,3,mudstone,human,0.7909461217187435,0.12232399011009942,0.1278049762906878
SYN_03,1044.0,3,mudstone,human,0.9982324177302739,-1.56664671475137,-1.582626291284013
SYN_03,1045.0,0,fine sandstone,human,-1.834258195795935,1.571732565686955,-2.924526230925805
SYN_03,1046.0,3,mudstone,human,0.8621605872896748,-0.29474640364992055,-0.18845217245322865
SYN_03,1047.0,0,fine sandstone,human,-2.179541926826951,0.7166099338295259,-1.4908501379816133
SYN_03,1048.0,3,mudstone,human,0.6967727902533755,-0.6705027739936796,-0.45671498461922033
SYN_03,1049.0,3,mudstone,human,0.03472079490702762,-1.1843998113970473,-0.0390516851433739
SYN_03,1050.0,3,mudstone,human,0.47413626057384606,-0.6331276839745194,-0.19999187403824492
SYN_03,1051.0,3,mudstone,human,0.9470598382726931,-1.0889895291252487,-0.8950540816775631
SYN_03,1052.0,3,mudstone,human,0.8723185813507525,-0.7258884350941459,-0.7095504799536145
SYN_03,1053.0,0,fine sandstone,human,-1.523027562380553,0.8964011010689725,-1.290870749755962
SYN_03,1054.0,0,fine sandstone,human,-1.50620908556527,0.40147161896110856,-0.5848027254439992
SYN_03,1055.0,4,silty mudstone,human,-0.6209740130883533,1.3046876424986742,-0.8613334945278993
SYN_03,1056.0,3,mudstone,human,0.03450761754764764,-0.8265640846783816,-0.042902492374491744
SYN_03,1057.0,3,mudstone,human,-0.00841445514722472,-1.3001541356824133,0.0022311374727358394
SYN_03,1058.0,0,fine sandstone,human,-2.9934003360650223,0.4893512315381195,-1.4381517929381111
SYN_03,1059.0,3,mudstone,human,1.1535729869089628,-1.2002894970766842,-1.5268960818807715
SYN_04,1000.0,3,mudstone,human,0.9838727779232799,-1.0022953800417933,-0.9424189415876022
SYN_04,1001.0,3,mudstone,human,-0.07854219269773677,-1.1818784848124375,0.038549293581449394
SYN_04,1002.0,0,fine sandstone,human,-0.8381568576779038,0.10631494289753934,-0.014719194896190987
SYN_04,1003.0,3,mudstone,human,0.9693354332449015,-0.5373556473872401,-0.29904430426029677
SYN_04,1004.0,0,fine sandstone,human,-0.26769635251179713,0.8085584721775809,-0.1019755193354015
SYN_04,1005.0,0,fine sandstone,human,-1.3258717045995259,-0.05031117573372412,-0.017887481037734798
SYN_04,1006.0,0,fine sandstone,human,-1.0169414437678992,1.071703239711968,-1.162797469516733
SYN_04,1007.0,3,mudstone,human,1.3331612964108572,-1.5886007971713583,-2.2394958916290606
SYN_04,1008.0,3,mudstone,human,1.5470870377774562,-1.3083599576444696,-2.0956893165649038
SYN_04,1009.0,3,mudstone,human,2.161893080896418,-0.9305277306896858,-2.016149415031191
SYN_04,1010.0,0,fine sandstone,human,-1.250888639145412,0.5426728019211705,-0.7496059590199567
SYN_04,1011.0,3,mudstone,human,1.1069187085849264,-0.42164619891885624,-0.4987920107521025
SYN_04,1012.0,0,fine sandstone,human,-2.432966580749404,0.007547653898879181,0.05844456627710899
SYN_04,1013.0,3,mudstone,human,1.6918876675038188,-0.7832102417658247,-1.1823621592387166
SYN_04,1014.0,0,fine sandstone,human,-1.6963959905717085,0.9744347793749755,-1.6320502770837981
SYN_04,1015.0,3,mudstone,human,1.4471762854658299,-2.3952042271853293,-3.3770343952174513
SYN_04,1016.0,0,fine sandstone,human,-0.9964784135264072,1.2891631681001603,-1.265803529273578
SYN_04,1017.0,0,fine sandstone,human,-1.6599238091918784,-0.0666203696530916,0.151145820083627
SYN_04,1018.0,3,mudstone,human,1.2446830221430771,-1.2820661525533996,-1.702567294496768
SYN_04,1019.0,3,mudstone,human,1.9092061649952052,-1.0843346540156011,-2.0770700761287295
SYN_04,1020.0,4,silty mudstone,human,-0.11794610543540546,2.03418953819662,-0.12837880612330996
SYN_04,1021.0,4,silty mudstone,human,-0.38650954319733943,1.2967123295092493,-0.593402792688905
SYN_04,1022.0,0,fine sandstone,human,-0.10471405020847668,0.5566410787975342,-0.08630977438021603
SYN_04,1023.0,4,silty mudstone,human,-0.010229353078565734,1.6070869804860823,-0.04104248075089102
SYN_04,1024.0,3,mudstone,human,1.9238575482398255,-1.4280976269578483,-2.8709218637283134
SYN_04,1025.0,0,fine sandstone,human,-0.34883981025546185,0.1221562452783587,0.09937402298941009
SYN_04,1026.0,0,fine sandstone,human,-0.6406769272315502,-0.34404338291874437,0.15947023716157233
SYN_04,1027.0,0,fine sandstone,human,-1.0974813620125632,0.22478175273928408,-0.21640600404292765
SYN_04,1028.0,0,fine sandstone,human,-1.4614776760170785,0.29253820653508267,-0.3273895521673312
SYN_04,1029.0,3,mudstone,human,1.8084992687171564,-1.3600194904304586,-2.482791526527706
SYN_04,1030.0,3,mudstone,human,1.0056615745750002,-1.639924155289818,-1.55540954425908
SYN_04,1031.0,0,fine sandstone,human,-0.8140184367998284,0.5956960662554525,-0.4959356066299622
SYN_04,1032.0,3,mudstone,human,1.5540777183128498,-0.4832900346603345,-0.6350674419363196
SYN_04,1033.0,3,mudstone,human,0.9818489569666833,-0.7903100861701214,-0.8148436771039745
SYN_04,1034.0,0,fine sandstone,human,-1.3022210337838933,0.825739150303981,-1.0699210868927402
SYN_04,1035.0,3,mudstone,human,0.9908639509660162,-0.6633929027070229,-0.5907818979216727
SYN_04,1036.0,4,silty mudstone,human,-0.23946488598711563,1.0111530994487536,-0.17090569425399016
SYN_04,1037.0,0,fine sandstone,human,-0.8352702428868664,0.23020891914810415,-0.0727010839635182
SYN_04,1038.0,3,mudstone,human,1.0208797231194489,-1.9306795496200486,-2.0505809367903556
SYN_04,1039.0,4,silty mudstone,human,-0.6357190816332824,1.9078067692375775,-1.1623079356999133
SYN_04,1040.0,0,fine sandstone,human,-1.0593163148605762,-0.8237917092305551,0.7249311449956198
SYN_04,1041.0,0,fine sandstone,human,-1.2075136221842486,-0.555101180894256,0.764471705765129
SYN_04,1042.0,0,fine sandstone,human,-1.181229423587833,0.26344655902451874,-0.31753184071117263
SYN_04,1043.0,3,mudstone,human,0.5528123686272548,-1.4865748310116251,-1.011662232283136
SYN_04,1044.0,0,fine sandstone,human,-1.1116940983837726,0.5381319422888358,-0.6219983439041383
SYN_04,1045.0,4,silty mudstone,human,0.020002759813209675,0.8649581992762009,0.04237012184710001
SYN_04,1046.0,0,fine sandstone,human,-2.4728805880954394,-0.21722066207327118,0.47131926643868355
SYN_04,1047.0,3,mudstone,human,0.7957263945735573,-0.8560418680642772,-0.7004156967248725
SYN_04,1048.0,4,silty mudstone,human,0.26090198346337634,1.9578892836432737,0.6480274465938785
SYN_04,1049.0,0,fine sandstone,human,-0.7684211537359925,0.9593034330842299,-0.5641848724280176
SYN_04,1050.0,0,fine sandstone,human,-0.9208742943649084,-0.364148638484874,0.4358630587922774
SYN_04,1051.0,3,mudstone,human,0.5281903724692609,-0.0340702128173519,0.15450899335424595
SYN_04,1052.0,3,mudstone,human,0.7903700708543087,-1.5148885938497527,-1.2661882537674338
SYN_04,1053.0,0,fine sandstone,human,-1.160400099480556,0.9756349312176793,-1.2556696833832528
SYN_04,1054.0,3,mudstone,human,1.560440182336327,-1.9998257892326825,-2.9992387079018066
SYN_04,1055.0,3,mudstone,human,1.041314717714239,-0.8651255379256485,-0.9114805636441635
SYN_04,1056.0,0,fine sandstone,human,-0.6099475942728552,0.52065899849368,-0.14878121395518612
SYN_04,1057.0,3,mudstone,human,0.09845622999858972,-1.4175332511060712,-0.2741675083151126
SYN_04,1058.0,3,mudstone,human,1.4701745391870489,-1.80878643962089,-2.4161293963307684
SYN_04,1059.0,4,silty mudstone,human,0.22589534724960564,1.9459536717653916,0.3429488342213292
SYN_05,1000.0,0,fine sandstone,human,-1.3438088490304527,0.9138720361922881,-1.4367767220029786
SYN_05,1001.0,4,silty mudstone,human,0.7997397459944601,2.7956873623091165,2.285786813554952
SYN_05,1002.0,0,fine sandstone,human,-1.2240292951137899,0.3073725679944819,-0.3062562144623409
SYN_05,1003.0,3,mudstone,human,0.6659633322353072,-1.1344571373428805,-0.9683972843074676
SYN_05,1004.0,3,mudstone,human,1.1569934858129667,-0.8705030966434211,-1.0307631630053102
SYN_05,1005.0,0,fine sandstone,human,-1.1777113408954782,0.220850921284152,-0.24136347488366763
SYN_05,1006.0,4,silty mudstone,human,-0.47039819136636274,1.5172148617053731,-0.7418368616929542
SYN_05,1007.0,0,fine sandstone,human,-2.1160037116228696,-0.031075543919924287,0.00650682087996686
SYN_05,1008.0,3,mudstone,human,0.7142278382418715,-0.5954907700758242,-0.4658154242392295
SYN_05,1009.0,0,fine sandstone,human,-1.2045801532678548,0.37050372436674806,-0.7053149499722213
SYN_05,1010.0,0,fine sandstone,human,-1.244308810299744,0.1538247904171503,-0.20739008841129492
SYN_05,1011.0,0,fine sandstone,human,-1.5977841154351453,0.9027481346448969,-1.4469879945185722
SYN_05,1012.0,3,mudstone,human,1.4131081703960202,-0.3343942802984021,-0.5291994363912993
SYN_05,1013.0,0,fine sandstone,human,-0.728040733974647,0.6892775853354579,-0.6076170175838488
SYN_05,1014.0,0,fine sandstone,human,-1.2402265056361572,0.6219444660609983,-0.6443602421057137
SYN_05,1015.0,3,mudstone,human,0.831847359044757,0.060342055453819876,0.12718329406465462
SYN_05,1016.0,3,mudstone,human,-0.1392827368717089,-1.2428781723038007,0.2317662611663833
SYN_05,1017.0,3,mudstone,human,0.223125192966659,-0.48699891849995464,0.029599828352737237
SYN_05,1018.0,0,fine sandstone,human,-1.3239296978330222,1.278756147920396,-1.5605897849114934
SYN_05,1019.0,0,fine sandstone,human,-1.2074291966185486,0.5582300739790096,-0.6558994377177824
SYN_05,1020.0,0,fine sandstone,human,-0.9317489379407089,-0.20381932286398152,0.17541675502830226
SYN_05,1021.0,0,fine sandstone,human,-2.0967308240676283,0.4023431934600602,-0.8655459092367279
SYN_05,1022.0,3,mudstone,human,0.02397282605440354,-1.3568586856332399,-0.07233672299920672
SYN_05,1023.0,0,fine sandstone,human,0.011748810917010521,-0.11845860059310709,0.011063487726568646
SYN_05,1024.0,0,fine sandstone,human,-1.667893248168809,0.38738846309965946,-0.5476050450508193
SYN_05,1025.0,0,fine sandstone,human,-1.005679888800087,0.7877991056031528,-0.7433978436265493
SYN_05,1026.0,3,mudstone,human,1.34008378211675,-1.8058736959573327,-2.381417429970964
SYN_05,1027.0,3,mudstone,human,0.9767622637082835,-0.5263646155479178,-0.43049540169231293
SYN_05,1028.0,0,fine sandstone,human,-0.9478264544951399,0.9201106469886773,-0.9892510357441745
SYN_05,1029.0,3,mudstone,human,1.2698527677671865,-0.7797249069373473,-0.998785146832844
SYN_05,1030.0,3,mudstone,human,1.7386331018779693,-0.9694256597193182,-1.7521360962331696
SYN_05,1031.0,3,mudstone,human,0.30109664499369937,-0.8728907434729787,-0.15575584886893706
SYN_05,1032.0,4,silty mudstone,human,-0.7937252924991942,1.7005188136586666,-1.6030209677587937
SYN_05,1033.0,0,fine sandstone,human,-1.556083320809209,0.7936557730269834,-1.2888504936233145
SYN_05,1034.0,0,fine sandstone,human,-1.8375604698734076,0.3907928422945842,-0.619194618778218
SYN_05,1035.0,4,silty mudstone,human,0.9441232585131643,2.331015092779782,2.2689944196431395
SYN_05,1036.0,0,fine sandstone,human,-0.9781223937768875,1.067828959151775,-1.1601046213651363
SYN_05,1037.0,4,silty mudstone,human,-0.4095024501384933,2.2206878071098077,-0.8237497695962714
SYN_05,1038.0,3,mudstone,human,1.504854192602494,-0.6141772920095018,-1.0067467612662113
SYN_05,1039.0,3,mudstone,human,0.4295028021137852,-0.2560667403612864,-0.0016987211511350908
